,creater_link,name,num_backed,num_created,num_followed
54,https://www.kisskissbankbank.com/en/users/tristan-pierrevelcin--2,Tristan-Pierrevelcin,1.0,1.0,0.0
55,https://www.kisskissbankbank.com/en/users/petit-poh,Petit Poh ,4.0,2.0,0.0
56,https://www.kisskissbankbank.com/en/users/good-chance-theatre,GOOD CHANCE THEATRE,0.0,1.0,0.0
57,https://www.kisskissbankbank.com/en/users/creep-train,Creep Train,2.0,1.0,0.0
58,https://www.kisskissbankbank.com/en/users/au-fur-et-a-mesure,Au fur et A mesure,2.0,1.0,0.0
59,https://www.kisskissbankbank.com/en/users/six-pieds-sur-terre--2,Six Pieds Sur Terre,1.0,1.0,0.0
60,https://www.kisskissbankbank.com/en/users/samuel-dobson,Samuel-Dobson,1.0,1.0,0.0
61,https://www.kisskissbankbank.com/en/users/iago21,Iago21,2.0,1.0,0.0
62,https://www.kisskissbankbank.com/en/users/david-andre,David-ANDRÉ ,1.0,1.0,0.0
63,https://www.kisskissbankbank.com/en/users/sylvain-peyronnet--2,Sylvain-Peyronnet,0.0,1.0,0.0
64,https://www.kisskissbankbank.com/en/users/veronique-rousti,VERONIQUE-ROUSTI,1.0,1.0,0.0
65,https://www.kisskissbankbank.com/en/users/gillesmercierphotographe,gillesmercierphotographe,2.0,1.0,0.0
66,https://www.kisskissbankbank.com/en/users/robin-ieraci--2,Robin Ieraci,1.0,1.0,0.0
67,https://www.kisskissbankbank.com/en/users/maison-lefrancois,Maison Lefrançois,1.0,1.0,0.0
68,https://www.kisskissbankbank.com/en/users/little-liamone,Little Liamone,0.0,1.0,0.0
69,https://www.kisskissbankbank.com/en/users/parlons-peu-mais-parlons,Parlons peu...Mais parlons !,1.0,2.0,0.0
70,https://www.kisskissbankbank.com/en/users/marie-segura--2,Marie-segura,0.0,1.0,0.0
71,https://www.kisskissbankbank.com/en/users/samuel-campet,Samuel-Campet,1.0,1.0,0.0
72,https://www.kisskissbankbank.com/en/users/sebastien-lebourg--2,Sébastien -Lebourg ,1.0,1.0,0.0
73,https://www.kisskissbankbank.com/en/users/caffeine-magic-store,CAFFEINE MAGIC STORE,0.0,1.0,0.0
74,https://www.kisskissbankbank.com/en/users/justine-faye,Justine-Faye,1.0,1.0,0.0
75,https://www.kisskissbankbank.com/en/users/laura-jaszczyszyn,Laura-JASZCZYSZYN,0.0,1.0,0.0
76,https://www.kisskissbankbank.com/en/users/florent-blanchard--2,Florent Blanchard,0.0,1.0,0.0
77,https://www.kisskissbankbank.com/en/users/elie-bursztein,Elie-Bursztein,1.0,1.0,0.0
78,https://www.kisskissbankbank.com/en/users/fensch-toast,FENSCH TOAST,0.0,1.0,0.0
79,https://www.kisskissbankbank.com/en/users/wakko-pour-le-gros-tube,Wakko pour LE GROS TUBE,4.0,1.0,0.0
80,https://www.kisskissbankbank.com/en/users/sarina-official,Sarina-Official,2.0,1.0,1.0
81,https://www.kisskissbankbank.com/en/users/alfred-massai--3,Alfred -Massaï,1.0,1.0,0.0
82,https://www.kisskissbankbank.com/en/users/ralph-lavital--2,Ralph-Lavital,1.0,1.0,0.0
83,https://www.kisskissbankbank.com/en/users/sidonis-calysta,Sidonis Calysta,0.0,3.0,0.0
84,https://www.kisskissbankbank.com/en/users/vendanges-solidaires,Vendanges Solidaires,0.0,1.0,0.0
85,https://www.kisskissbankbank.com/en/users/vitrail-and-co,Vitrail and Co,0.0,1.0,0.0
86,https://www.kisskissbankbank.com/en/users/renaud-louis-servais,Renaud Louis-Servais,0.0,1.0,0.0
87,https://www.kisskissbankbank.com/en/users/les-productions-is,Les productions IS,5.0,1.0,1.0
88,https://www.kisskissbankbank.com/en/users/marlene-nico,Marlene-Nico,1.0,1.0,0.0
89,https://www.kisskissbankbank.com/en/users/laurence-arbitre,laurence-arbitre,0.0,1.0,0.0
90,https://www.kisskissbankbank.com/en/users/chiche--6,CHICHE,1.0,1.0,0.0
91,https://www.kisskissbankbank.com/en/users/van-quish,Van-Quish,1.0,1.0,1.0
92,https://www.kisskissbankbank.com/en/users/mc4--2,MC4,2.0,2.0,0.0
93,https://www.kisskissbankbank.com/en/users/balnoir-paris,Balnoir Paris,0.0,1.0,0.0
94,https://www.kisskissbankbank.com/en/users/lucien-prod,LUCIEN PROD,1.0,1.0,0.0
95,https://www.kisskissbankbank.com/en/users/dailyfit-spm,DAILYFIT SPM,3.0,2.0,0.0
96,https://www.kisskissbankbank.com/en/users/la-rabbia,La Rabbia,0.0,1.0,1.0
97,https://www.kisskissbankbank.com/en/users/thibaud--10,Thibaud,0.0,1.0,0.0
98,https://www.kisskissbankbank.com/en/users/nadege--11,Nadège,2.0,2.0,0.0
99,https://www.kisskissbankbank.com/en/users/les-tournaisiennes,Les Tournaisiennes ,0.0,1.0,0.0
100,https://www.kisskissbankbank.com/en/users/runtrotters,Runtrotters,1.0,1.0,0.0
101,https://www.kisskissbankbank.com/en/users/florian-mez,Florian-Mez,0.0,1.0,1.0
102,https://www.kisskissbankbank.com/en/users/the-peach-pack,The Peach Pack ,0.0,1.0,0.0
103,https://www.kisskissbankbank.com/en/users/terry-and-the-hot-stuff,Terry and The Hot Stuff,1.0,1.0,0.0
104,https://www.kisskissbankbank.com/en/users/camille-anthony,Camille-Anthony,0.0,1.0,0.0
105,https://www.kisskissbankbank.com/en/users/jj--10,Jj,0.0,4.0,0.0
106,https://www.kisskissbankbank.com/en/users/aurore-saiarh-lacroix,Aurore-Saïarh-Lacroix,1.0,1.0,0.0
107,https://www.kisskissbankbank.com/en/users/girafe-bleue,girafe bleue,1.0,1.0,0.0
108,https://www.kisskissbankbank.com/en/users/chante-et-tais-toi,CHANTE ET TAIS TOI !,2.0,3.0,0.0
109,https://www.kisskissbankbank.com/en/users/aloha-spreading-happiness,Aloha - spreading Happiness,0.0,1.0,1.0
110,https://www.kisskissbankbank.com/en/users/fhuseyni,fhuseyni,3.0,1.0,0.0
111,https://www.kisskissbankbank.com/en/users/solene-saussure,Solene-Saussure,1.0,1.0,0.0
112,https://www.kisskissbankbank.com/en/users/cosmethique,CosmÉthique,0.0,1.0,0.0
113,https://www.kisskissbankbank.com/en/users/annabelle2k,Annabelle2k,0.0,1.0,0.0
114,https://www.kisskissbankbank.com/en/users/cotecourprod,COTECOURPROD,1.0,1.0,0.0
115,https://www.kisskissbankbank.com/en/users/chemindessens,chemindessens,1.0,1.0,0.0
116,https://www.kisskissbankbank.com/en/users/eloi-touche-du-bois,Eloi Touche Du Bois,10.0,1.0,0.0
117,https://www.kisskissbankbank.com/en/users/framboise--12,Framboise,2.0,1.0,0.0
118,https://www.kisskissbankbank.com/en/users/julien-lacroix,Julien Lacroix,1.0,1.0,0.0
119,https://www.kisskissbankbank.com/en/users/clara-minard-2,Clara-Minard-2,0.0,1.0,0.0
120,https://www.kisskissbankbank.com/en/users/morgane-vauthier--2,morgane-vauthier,3.0,1.0,0.0
121,https://www.kisskissbankbank.com/en/users/elia-rose--2,ELIA ROSE,1.0,1.0,1.0
122,https://www.kisskissbankbank.com/en/users/michele-coelen,Michèle-Coelen,0.0,1.0,1.0
123,https://www.kisskissbankbank.com/en/users/roman-garcia,Roman-Garcia,1.0,1.0,0.0
124,https://www.kisskissbankbank.com/en/users/firouza,Firouza,2.0,1.0,0.0
125,https://www.kisskissbankbank.com/en/users/muziekpublique,muziekpublique,1.0,3.0,1.0
126,https://www.kisskissbankbank.com/en/users/l-atelier-d-images,L'atelier d'images,3.0,7.0,0.0
127,https://www.kisskissbankbank.com/en/users/mr-greenzzly,MR GREENZZLY,0.0,1.0,0.0
128,https://www.kisskissbankbank.com/en/users/jazz-people,jazz&people,2.0,28.0,0.0
129,https://www.kisskissbankbank.com/en/users/hablas-tortuga,¿Hablas Tortuga?,0.0,2.0,0.0
130,https://www.kisskissbankbank.com/en/users/matin-berthieu,Matin.Berthieu,1.0,1.0,0.0
131,https://www.kisskissbankbank.com/en/users/laura-de-ladoucette,Laura-de Ladoucette,0.0,1.0,0.0
132,https://www.kisskissbankbank.com/en/users/skull--3,Skull,0.0,1.0,0.0
133,https://www.kisskissbankbank.com/en/users/nina--22,Nina,2.0,1.0,1.0
134,https://www.kisskissbankbank.com/en/users/bon-app-ethic-by-care-eat,Bon App’Ethic by Care eat,0.0,1.0,0.0
135,https://www.kisskissbankbank.com/en/users/les-mains-du-coeur-pour-le-cambodge,Les Mains du Coeur pour le Cambodge,1.0,1.0,0.0
136,https://www.kisskissbankbank.com/en/users/collectifkoa,CollectifKoa,0.0,3.0,0.0
137,https://www.kisskissbankbank.com/en/users/kanyaman-et-imane,Kanyaman et Imane ,5.0,1.0,14.0
138,https://www.kisskissbankbank.com/en/users/reverse--2,REVERSE,1.0,1.0,1.0
139,https://www.kisskissbankbank.com/en/users/valery-boston--2,Valery-Boston,1.0,1.0,0.0
140,https://www.kisskissbankbank.com/en/users/aglae-lingerie,Aglaé-lingerie,0.0,2.0,1.0
141,https://www.kisskissbankbank.com/en/users/allan-vede,Allan-Védé,1.0,1.0,0.0
142,https://www.kisskissbankbank.com/en/users/minuit-10,Minuit-10,0.0,1.0,0.0
143,https://www.kisskissbankbank.com/en/users/aves,Pierre-Lou Chapot - AVES Photographie,3.0,1.0,0.0
144,https://www.kisskissbankbank.com/en/users/tristan-pierrevelcin--2,Tristan-Pierrevelcin,1.0,1.0,0.0
145,https://www.kisskissbankbank.com/en/users/petit-poh,Petit Poh ,4.0,2.0,0.0
146,https://www.kisskissbankbank.com/en/users/good-chance-theatre,GOOD CHANCE THEATRE,0.0,1.0,0.0
147,https://www.kisskissbankbank.com/en/users/creep-train,Creep Train,2.0,1.0,0.0
148,https://www.kisskissbankbank.com/en/users/au-fur-et-a-mesure,Au fur et A mesure,2.0,1.0,0.0
149,https://www.kisskissbankbank.com/en/users/six-pieds-sur-terre--2,Six Pieds Sur Terre,1.0,1.0,0.0
150,https://www.kisskissbankbank.com/en/users/samuel-dobson,Samuel-Dobson,1.0,1.0,0.0
151,https://www.kisskissbankbank.com/en/users/iago21,Iago21,2.0,1.0,0.0
152,https://www.kisskissbankbank.com/en/users/david-andre,David-ANDRÉ ,1.0,1.0,0.0
153,https://www.kisskissbankbank.com/en/users/sylvain-peyronnet--2,Sylvain-Peyronnet,0.0,1.0,0.0
154,https://www.kisskissbankbank.com/en/users/veronique-rousti,VERONIQUE-ROUSTI,1.0,1.0,0.0
155,https://www.kisskissbankbank.com/en/users/gillesmercierphotographe,gillesmercierphotographe,2.0,1.0,0.0
156,https://www.kisskissbankbank.com/en/users/robin-ieraci--2,Robin Ieraci,1.0,1.0,0.0
157,https://www.kisskissbankbank.com/en/users/maison-lefrancois,Maison Lefrançois,1.0,1.0,0.0
158,https://www.kisskissbankbank.com/en/users/little-liamone,Little Liamone,0.0,1.0,0.0
159,https://www.kisskissbankbank.com/en/users/parlons-peu-mais-parlons,Parlons peu...Mais parlons !,1.0,2.0,0.0
160,https://www.kisskissbankbank.com/en/users/marie-segura--2,Marie-segura,0.0,1.0,0.0
161,https://www.kisskissbankbank.com/en/users/samuel-campet,Samuel-Campet,1.0,1.0,0.0
162,https://www.kisskissbankbank.com/en/users/sebastien-lebourg--2,Sébastien -Lebourg ,1.0,1.0,0.0
163,https://www.kisskissbankbank.com/en/users/caffeine-magic-store,CAFFEINE MAGIC STORE,0.0,1.0,0.0
164,https://www.kisskissbankbank.com/en/users/justine-faye,Justine-Faye,1.0,1.0,0.0
165,https://www.kisskissbankbank.com/en/users/laura-jaszczyszyn,Laura-JASZCZYSZYN,0.0,1.0,0.0
166,https://www.kisskissbankbank.com/en/users/florent-blanchard--2,Florent Blanchard,0.0,1.0,0.0
167,https://www.kisskissbankbank.com/en/users/elie-bursztein,Elie-Bursztein,1.0,1.0,0.0
168,https://www.kisskissbankbank.com/en/users/fensch-toast,FENSCH TOAST,0.0,1.0,0.0
169,https://www.kisskissbankbank.com/en/users/wakko-pour-le-gros-tube,Wakko pour LE GROS TUBE,4.0,1.0,0.0
170,https://www.kisskissbankbank.com/en/users/sarina-official,Sarina-Official,2.0,1.0,1.0
171,https://www.kisskissbankbank.com/en/users/alfred-massai--3,Alfred -Massaï,1.0,1.0,0.0
172,https://www.kisskissbankbank.com/en/users/ralph-lavital--2,Ralph-Lavital,1.0,1.0,0.0
173,https://www.kisskissbankbank.com/en/users/sidonis-calysta,Sidonis Calysta,0.0,3.0,0.0
174,https://www.kisskissbankbank.com/en/users/vendanges-solidaires,Vendanges Solidaires,0.0,1.0,0.0
175,https://www.kisskissbankbank.com/en/users/vitrail-and-co,Vitrail and Co,0.0,1.0,0.0
176,https://www.kisskissbankbank.com/en/users/renaud-louis-servais,Renaud Louis-Servais,0.0,1.0,0.0
177,https://www.kisskissbankbank.com/en/users/les-productions-is,Les productions IS,5.0,1.0,1.0
178,https://www.kisskissbankbank.com/en/users/marlene-nico,Marlene-Nico,1.0,1.0,0.0
179,https://www.kisskissbankbank.com/en/users/laurence-arbitre,laurence-arbitre,0.0,1.0,0.0
180,https://www.kisskissbankbank.com/en/users/la-meute--3,La Meute,4.0,2.0,2.0
181,https://www.kisskissbankbank.com/en/users/romain-remigereau,Romain-Remigereau,2.0,1.0,0.0
182,https://www.kisskissbankbank.com/en/users/les-ateliers-jouret,Les Ateliers Jouret ,0.0,1.0,0.0
183,https://www.kisskissbankbank.com/en/users/thomas-rea,Thomas-Rea,0.0,1.0,1.0
184,https://www.kisskissbankbank.com/en/users/bloomofficiel,Bloomofficiel,2.0,2.0,0.0
185,https://www.kisskissbankbank.com/en/users/noemie-rogeau,noémie-rogeau,0.0,1.0,0.0
186,https://www.kisskissbankbank.com/en/users/terra-incognita--3,Terra Incognita,6.0,2.0,0.0
187,https://www.kisskissbankbank.com/en/users/qoeur-fr,Qoeur.fr,0.0,1.0,0.0
188,https://www.kisskissbankbank.com/en/users/matthieu-stefanelli,Matthieu-STEFANELLI,1.0,1.0,0.0
189,https://www.kisskissbankbank.com/en/users/engue-vic-sailing,enguevicsailing,1.0,1.0,0.0
190,https://www.kisskissbankbank.com/en/users/adelie-martin-wagner,Pisciculture de Fontenelle,1.0,1.0,0.0
191,https://www.kisskissbankbank.com/en/users/steven-monteau-4313f0b8-843f-4aed-a539-4bbca784d2cb,Le Volcan,1.0,1.0,0.0
192,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,Valerie-LUCAS,0.0,1.0,0.0
193,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,Jean-Patrick-Capdevielle,0.0,1.0,0.0
194,https://www.kisskissbankbank.com/en/users/vincent-bidal,Vincent-Bidal,1.0,1.0,0.0
195,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,Playschool,0.0,1.0,0.0
196,https://www.kisskissbankbank.com/en/users/yoan-villars,S!CK MAGAZINE,0.0,2.0,0.0
197,https://www.kisskissbankbank.com/en/users/teaser-appat,Teaser-Appât,1.0,1.0,0.0
198,https://www.kisskissbankbank.com/en/users/engue-vic-sailing,enguevicsailing,1.0,1.0,0.0
199,https://www.kisskissbankbank.com/en/users/adelie-martin-wagner,Pisciculture de Fontenelle,1.0,1.0,0.0
200,https://www.kisskissbankbank.com/en/users/steven-monteau-4313f0b8-843f-4aed-a539-4bbca784d2cb,Le Volcan,1.0,1.0,0.0
201,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,Valerie-LUCAS,0.0,1.0,0.0
202,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,Jean-Patrick-Capdevielle,0.0,1.0,0.0
203,https://www.kisskissbankbank.com/en/users/vincent-bidal,Vincent-Bidal,1.0,1.0,0.0
204,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,Playschool,0.0,1.0,0.0
205,https://www.kisskissbankbank.com/en/users/yoan-villars,S!CK MAGAZINE,0.0,2.0,0.0
206,https://www.kisskissbankbank.com/en/users/teaser-appat,Teaser-Appât,1.0,1.0,0.0
207,https://www.kisskissbankbank.com/en/users/engue-vic-sailing,enguevicsailing,1.0,1.0,0.0
208,https://www.kisskissbankbank.com/en/users/adelie-martin-wagner,Pisciculture de Fontenelle,1.0,1.0,0.0
209,https://www.kisskissbankbank.com/en/users/steven-monteau-4313f0b8-843f-4aed-a539-4bbca784d2cb,Le Volcan,1.0,1.0,0.0
210,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,Valerie-LUCAS,0.0,1.0,0.0
211,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,Jean-Patrick-Capdevielle,0.0,1.0,0.0
212,https://www.kisskissbankbank.com/en/users/vincent-bidal,Vincent-Bidal,1.0,1.0,0.0
213,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,Playschool,0.0,1.0,0.0
214,https://www.kisskissbankbank.com/en/users/yoan-villars,S!CK MAGAZINE,0.0,2.0,0.0
215,https://www.kisskissbankbank.com/en/users/teaser-appat,Teaser-Appât,1.0,1.0,0.0
216,https://www.kisskissbankbank.com/en/users/emilie-p--5,Emilie P.,0.0,1.0,0.0
217,https://www.kisskissbankbank.com/en/users/justine-perret,Justine-Perret,0.0,1.0,0.0
218,https://www.kisskissbankbank.com/en/users/francoise-perrichet--2,Françoise-Perrichet,1.0,1.0,0.0
219,https://www.kisskissbankbank.com/en/users/marthe-szorc,Marthe-SZORC,1.0,1.0,0.0
220,https://www.kisskissbankbank.com/en/users/trattino,Trattino,4.0,1.0,1.0
221,https://www.kisskissbankbank.com/en/users/piezz-e-core,Piezz'e Core,0.0,1.0,0.0
222,https://www.kisskissbankbank.com/en/users/loic-brandini,Loïc-Brandini,0.0,1.0,0.0
223,https://www.kisskissbankbank.com/en/users/association-meditation-dans-l-enseignement,Association Méditation dans l'Enseignement,1.0,1.0,0.0
224,https://www.kisskissbankbank.com/en/users/le-monty,Le Monty,0.0,1.0,0.0
225,https://www.kisskissbankbank.com/en/users/laurence-sergheraert,LAURENCE-SERGHERAERT,1.0,1.0,1.0
226,https://www.kisskissbankbank.com/en/users/lucie-berthier-gembara,lucie-berthier gembara,0.0,1.0,0.0
227,https://www.kisskissbankbank.com/en/users/isanea--2,ISANEA,2.0,1.0,0.0
228,https://www.kisskissbankbank.com/en/users/esther-baron,Esther-Baron,0.0,1.0,0.0
229,https://www.kisskissbankbank.com/en/users/niobe--2,Niobé,0.0,1.0,0.0
230,https://www.kisskissbankbank.com/en/users/alpha-eon-diakite,Alpha-Eon Diakite,0.0,1.0,0.0
231,https://www.kisskissbankbank.com/en/users/jonathan-jautard,Jonathan-Jautard,0.0,1.0,0.0
232,https://www.kisskissbankbank.com/en/users/vittorio-bergamaschi,Vittorio-Bergamaschi,2.0,1.0,0.0
233,https://www.kisskissbankbank.com/en/users/lucia-path,Lucia-Path,2.0,1.0,1.0
234,https://www.kisskissbankbank.com/en/users/alexandre-panza,Alexandre-PANZA,0.0,1.0,0.0
235,https://www.kisskissbankbank.com/en/users/vermillon-tangerine,Vermillon Tangerine,0.0,1.0,0.0
236,https://www.kisskissbankbank.com/en/users/julienbitoun,julienbitoun,6.0,1.0,0.0
237,https://www.kisskissbankbank.com/en/users/hot-summer,Hot Summer,0.0,1.0,0.0
238,https://www.kisskissbankbank.com/en/users/guigui-le-gentil,Guigui le gentil,3.0,1.0,1.0
239,https://www.kisskissbankbank.com/en/users/lilian-perlier,Lilian-Perlier,1.0,1.0,0.0
240,https://www.kisskissbankbank.com/en/users/nina-orengia,nina-orengia,0.0,1.0,0.0
241,https://www.kisskissbankbank.com/en/users/editions-la-magie-des-mots,Editions - La Magie des Mots,0.0,1.0,0.0
242,https://www.kisskissbankbank.com/en/users/lauvalver,Lauvalver,0.0,1.0,0.0
243,https://www.kisskissbankbank.com/en/users/nicole-lefebvre,Nicole-LEFEBVRE,0.0,1.0,0.0
244,https://www.kisskissbankbank.com/en/users/robert-maurice-debois,Robert Maurice.Debois,5.0,1.0,1.0
245,https://www.kisskissbankbank.com/en/users/michael-bunel,Michael.Bunel,5.0,2.0,0.0
246,https://www.kisskissbankbank.com/en/users/impact--4,Impact,1.0,1.0,0.0
247,https://www.kisskissbankbank.com/en/users/les-incomparables--5,Les Incomparables,0.0,1.0,0.0
248,https://www.kisskissbankbank.com/en/users/felix-grivot,Félix-GRIVOT,0.0,1.0,0.0
249,https://www.kisskissbankbank.com/en/users/la-musette,La Musette,1.0,1.0,0.0
250,https://www.kisskissbankbank.com/en/users/valernst-gilmus--2,Lezarts,0.0,1.0,0.0
251,https://www.kisskissbankbank.com/en/users/morgane-regus,Morgane-Régus,0.0,1.0,0.0
252,https://www.kisskissbankbank.com/en/users/michael-chereau,Michael-Chereau,1.0,1.0,0.0
253,https://www.kisskissbankbank.com/en/users/kacekode,KaceKode,5.0,1.0,0.0
254,https://www.kisskissbankbank.com/en/users/marion-wassermann,Marion Wassermann,0.0,1.0,0.0
255,https://www.kisskissbankbank.com/en/users/camille-dore,Camille-Dore,0.0,1.0,0.0
256,https://www.kisskissbankbank.com/en/users/fannym--2,fannym,7.0,1.0,1.0
257,https://www.kisskissbankbank.com/en/users/mpl--4,MPL,2.0,2.0,0.0
258,https://www.kisskissbankbank.com/en/users/mathilde-mouffe,Mathilde-Mouffe,0.0,1.0,0.0
259,https://www.kisskissbankbank.com/en/users/pierre-alexis-perche,pierre-alexis-perche,1.0,1.0,0.0
260,https://www.kisskissbankbank.com/en/users/facteurx,FacteurX,0.0,1.0,0.0
261,https://www.kisskissbankbank.com/en/users/sixtine-pettini--3,Sixtine PETTINI,0.0,1.0,1.0
262,https://www.kisskissbankbank.com/en/users/nicolas--37,Nicolas,1.0,1.0,0.0
263,https://www.kisskissbankbank.com/en/users/natachao,NatachaO,2.0,1.0,0.0
264,https://www.kisskissbankbank.com/en/users/intime-idee,Intime-Idée,1.0,1.0,0.0
265,https://www.kisskissbankbank.com/en/users/christophe-bouaziz,christophe-Bouaziz,1.0,1.0,0.0
266,https://www.kisskissbankbank.com/en/users/timada-2019,Timada-2019,1.0,1.0,0.0
267,https://www.kisskissbankbank.com/en/users/michel-de-visscher,Michel-De Visscher,1.0,1.0,0.0
268,https://www.kisskissbankbank.com/en/users/captain-stambolov,Captain Stambolov,1.0,2.0,0.0
269,https://www.kisskissbankbank.com/en/users/culture-h,Culture H,2.0,1.0,0.0
